,turn 0,turn 1,turn 2,turn 3,turn 4,turn 5,turn 6,turn 7,turn 8,turn 9,turn 10,turn 11,turn 12,turn 13,turn 14,turn 15,turn 16
game: 36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 37,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
game: 38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
game: 40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 41,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 42,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 43,0,0,0,0,0,0,0.0,,,,,,,,,,
game: 44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
game: 46,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 47,0,0,0,0,0,0,0.0,,,,,,,,,,
game: 48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
game: 49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
game: 50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
game: 51,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
game: 53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 54,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
game: 56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
game: 57,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 58,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
game: 60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
game: 61,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 62,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
game: 64,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
game: 65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
game: 67,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
game: 69,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 70,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
game: 71,0,0,0,0,0,0,,,,,,,,,,,
game: 72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 73,0,0,0,0,0,0,0.0,,,,,,,,,,
game: 74,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
game: 75,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
game: 77,0,0,0,0,0,0,0.0,,,,,,,,,,
game: 78,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
game: 80,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
game: 81,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 82,0,0,0,0,0,0,0.0,,,,,,,,,,
game: 83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 84,0,0,0,0,0,0,0.0,,,,,,,,,,
game: 85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
game: 86,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 87,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 88,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 89,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
game: 91,0,0,0,0,0,0,0.0,,,,,,,,,,
game: 92,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 93,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,
game: 94,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,
game: 95,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
game: 96,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 97,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,
game: 98,0,0,0,0,0,0,0.0,0.0,,,,,,,,,
game: 99,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
